Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,116904877,16,17,1484,4764,488,0,92.75,145.0707873189,1418,0,280.2352941176,478.814751419,53.4451612314,0.2822807812,3653277.40625,14340769.7371938,58612532,1,116904877,7793658.46666667,20520468.5984837,58645753,127,116868313,7304269.5625,19936758.3104432,58648957,1,0,0,0,0,520,552,0.136863409,0.1454173721,0,1418,183.7647058824,361.3283622735,130558.185383244,0,0,0,1,0,0,0,0,1,189.3333333333,92.75,280.2352941176,520,0,0,0,0,0,0,16,1484,17,4764,29200,365,9,32,114736.5,52772.0861867332,152052,77421,58319348.5,414624.081964012,58612532,58026165,BENIGN
80,145582,3,6,332,11595,332,0,110.6666667,191.6802894,4344,0,1932.5,1754.831473,81926.33705,61.8208295,18197.75,47428.47994,135265,8,10012,5006.0,7058.33989,9997,15,145526,29105.2,59500.66538,135265,8,0,0,0,0,104,200,20.60694317,41.21388633,0,4344,1192.7,1622.391791,2632155.122,0,0,0,1,0,0,0,0,2,1325.222222,110.6666667,1932.5,104,0,0,0,0,0,0,3,332,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
55493,59,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,203389.8305,33898.30508,59.0,0.0,59,59,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16949.15254,16949.15254,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,118,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,41530771,9,8,371,1376,329,0,41.22222222,107.9349084,1364,0,172.0,481.6483602,42.06519547,0.409335045,2595673.188,4425535.144,10000000,7,41500000,5191346.375,5194696.48,10000000,333,40200000,5749005.0,5360472.324,10100000,7,0,0,0,0,192,220,0.216706788,0.192628256,0,1364,97.05555556,325.3509367,105853.232,0,0,0,1,0,0,0,0,0,102.7647059,41.22222222,172.0,192,0,0,0,0,0,0,9,371,8,1376,8192,110,8,20,60470.25,27648.80039,101940,46378,10000000.0,6482.853455,10000000,9995083,BENIGN
80,116676021,21,24,802,15437,347,0,38.19047619,102.6735697,2415,0,643.2083333,800.1301513,139.1802691,0.385683362,2651727.75,4373025.723,10000000,18,117000000,5833801.05,4914459.655,10000000,66,111000000,4829629.565,5101487.549,10000000,48,0,0,0,0,432,624,0.179985569,0.205697793,0,2415,353.0217391,652.5632022,425838.7329,0,0,0,1,0,0,0,0,1,360.8666667,38.19047619,643.2083333,432,0,0,0,0,0,0,21,802,24,15437,8192,123,20,20,95562.81818,193767.2606,679793,36963,10000000.0,3578.39116,10000000,9999661,BENIGN
80,667921,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,17416.73042,11.9774644,95417.28571,252081.8313,667085,5,544,272.0,360.6244584,527,17,667905,166976.25,333405.9295,667085,5,0,0,0,0,72,112,4.49154915,7.48591525,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,117686534,24,23,1087,17148,341,0,45.29166667,107.0873188,2920,0,745.5652174,975.8019931,154.9455097,0.399365997,2558402.913,4295636.01,10000000,6,118000000,5116805.826,4927859.253,10000000,119,112000000,5100415.682,5051797.939,10000000,49,0,0,0,0,492,604,0.203931573,0.195434424,0,2920,379.8958333,759.6011058,576993.84,0,0,0,1,0,0,0,0,0,387.9787234,45.29166667,745.5652174,492,0,0,0,0,0,0,24,1087,23,17148,8192,1013,23,20,203771.8182,597806.095,2006225,23436,9997076.545,17609.45481,10000000,9945812,BENIGN
443,64063167,2,0,74,0,37,37,37.0,0.0,0,0,0.0,0.0,1.1551099246,0.0312191872,64063167.0,0.0,64063167,64063167,64063167,64063167.0,0.0,64063167,64063167,0,0.0,0.0,0,0,1,0,0,0,64,0,0.0312191872,0.0,37,37,37.0,0.0,0.0,0,1,0,0,1,1,0,0,0,55.5,37.0,0.0,64,0,0,0,0,0,0,2,74,0,0,33304,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53951,4,2,0,37,0,31,6,18.5,17.6776695297,0,0,0.0,0.0,9250000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,40,0,500000.0,0.0,6,31,22.6666666667,14.4337567297,208.3333333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,62,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,47932,1,1,59,124,59,59,59.0,0.0,124,124,124.0,0.0,3817.908704,41.72577819,47932.0,0.0,47932,47932,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,20.86288909,20.86288909,59,124,80.66666667,37.5277675,1408.333333,0,0,0,0,0,0,0,0,1,121.0,59.0,124.0,32,0,0,0,0,0,0,1,59,1,124,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,84574277,7,7,372,11595,354,0,53.14285714,132.6994456,5792,0,1656.428571,2277.23252,141.4969235,0.165534965,6505713.615,23100000.0,83400000,1,84500000,14100000.0,34000000.0,83400000,1,84600000,14100000.0,34500000.0,84400000,81,0,0,0,0,204,232,0.082767483,0.082767483,0,5792,798.2,1709.001973,2920687.743,1,0,0,0,0,0,0,0,1,855.2142857,53.14285714,1656.428571,204,0,0,0,0,0,0,7,372,7,11595,0,235,3,20,12023.0,0.0,12023,12023,83400000.0,0.0,83400000,83400000,DoS Hulk
443,78975,2,1,123,133,117,6,61.5,78.48885271,133,133,133.0,0.0,3241.53213,37.98670465,39487.5,15146.93436,50198,28777,78975,78975.0,0.0,78975,78975,0,0.0,0.0,0,0,1,0,0,0,40,20,25.32446977,12.66223488,6,133,93.25,58.65364439,3440.25,0,1,0,0,1,0,0,0,0,124.3333333,61.5,133.0,40,0,0,0,0,0,0,2,123,1,133,256,7958,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52868,215,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,55813.95349,9302.325581,215.0,0.0,215,215,215,215.0,0.0,215,215,0,0.0,0.0,0,0,0,0,0,0,40,0,9302.325581,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,393,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,189544,12,7,3214,2415,1448,0,267.8333333333,553.0884909197,1448,0,345.0,572.9767301849,29697.5900054869,100.2405773857,10530.2222222222,18558.2159245078,44197,4,189544,17231.2727272727,21933.8729689533,46042,4,137472,22912.0,24290.3542090271,46369,190,0,0,0,0,396,232,63.3098383489,36.9307390368,0,1448,281.45,535.3060585458,286552.576315789,0,0,0,1,0,0,0,0,0,296.2631578947,267.8333333333,345.0,396,0,0,0,0,0,0,12,3214,7,2415,65535,1120,7,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,62091,1,1,46,106,46,46,46.0,0.0,106,106,106.0,0.0,2448.019841845,32.2107873927,62091.0,0.0,62091,62091,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,32,16.1053936963,16.1053936963,46,106,66.0,34.6410161514,1200.0,0,0,0,0,0,0,0,0,1,99.0,46.0,106.0,40,0,0,0,0,0,0,1,46,1,106,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
58901,64,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,31250.0,64.0,0.0,64,64,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,15625.0,15625.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,349,307,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5353990,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,2.241319091,0.747106364,1784663.333,3070541.556,5330193,67,5353990,2676995.0,3752188.595,5330193,23797,0,0.0,0.0,0,0,0,0,0,0,72,32,0.560329773,0.186776591,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,65535,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,60789,1,1,63,121,63,63,63.0,0.0,121,121,121.0,0.0,3026.8634127885,32.9006892694,60789.0,0.0,60789,60789,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,40,16.4503446347,16.4503446347,63,121,82.3333333333,33.486315613,1121.3333333333,0,0,0,0,0,0,0,0,1,123.5,63.0,121.0,40,0,0,0,0,0,0,1,63,1,121,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5256941,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.565392687,0.760898781,1752313.667,3034212.131,5255920,11,5256941,1752313.667,3034212.131,5255920,11,0,0.0,0.0,0,0,0,0,0,0,80,0,0.760898781,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1021.0,0.0,1021,1021,5255920.0,0.0,5255920,5255920,DDoS
53,184,2,2,82,310,41,41,41.0,0.0,155,155,155.0,0.0,2130434.783,21739.13043,61.33333333,101.0362971,178,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,10869.56522,10869.56522,41,155,86.6,62.44037156,3898.8,0,0,0,0,0,0,0,0,1,108.25,41.0,155.0,40,0,0,0,0,0,0,2,82,2,310,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,61228,3,2,434,112,428,0,144.6666666667,245.3922030818,110,2,56.0,76.3675323681,8917.4887306461,81.6619847129,15307.0,15678.544150101,28963,19,32265,16132.5,17787.2710807476,28710,3555,32537,32537.0,0.0,32537,32537,0,0,0,0,80,44,48.9971908277,32.6647938852,0,428,91.0,170.6680989523,29127.6,0,0,0,1,0,0,0,0,0,109.2,144.6666666667,56.0,80,0,0,0,0,0,0,3,434,2,112,29200,16384,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,63670,2,2,68,316,34,34,34.0,0.0,158,158,158.0,0.0,6031.097848,62.82393592,21223.33333,36758.15959,63668,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,80,31.41196796,31.41196796,34,158,83.6,67.91759713,4612.8,0,0,0,0,0,0,0,0,1,104.5,34.0,158.0,64,0,0,0,0,0,0,2,68,2,316,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51912,450,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,6666.666667,225.0,247.4873734,400,50,450,450.0,0.0,450,450,0,0.0,0.0,0,0,0,0,0,0,64,44,4444.444444,2222.222222,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,512,297,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31378,2,2,82,182,41,41,41.0,0.0,91,91,91.0,0.0,8413.538148,127.4778507,10459.33333,18112.63267,31374,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,63.73892536,63.73892536,41,91,61.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,76.25,41.0,91.0,64,0,0,0,0,0,0,2,82,2,182,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,64090179,2,0,74,0,37,37,37.0,0.0,0,0,0.0,0.0,1.154623082,0.031206029,64100000.0,0.0,64100000,64100000,64100000,64100000.0,0.0,64100000,64100000,0,0.0,0.0,0,0,1,0,0,0,64,0,0.031206029,0.0,37,37,37.0,0.0,0.0,0,1,0,0,1,1,0,0,0,55.5,37.0,0.0,64,0,0,0,0,0,0,2,74,0,0,65535,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,6191241,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.876444157,0.646074026,2063747.0,3573894.584,6190525,313,6191241,2063747.0,3573894.584,6190525,313,0,0.0,0.0,0,0,0,0,0,0,80,0,0.646074026,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,716.0,0.0,716,716,6190525.0,0.0,6190525,6190525,DDoS
53,212,2,2,88,156,44,44,44.0,0.0,78,78,78.0,0.0,1150943.396,18867.92453,70.66666667,81.40229317,161,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,9433.962264,9433.962264,44,78,57.6,18.62256696,346.8,0,0,0,0,0,0,0,0,1,72.0,44.0,78.0,40,0,0,0,0,0,0,2,88,2,156,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,260,2,2,78,292,39,39,39.0,0.0,146,146,146.0,0.0,1423076.923,15384.61538,86.66666667,138.9616254,247,1,12,12.0,0.0,12,12,1,1.0,0.0,1,1,0,0,0,0,64,64,7692.307692,7692.307692,39,146,81.8,58.60631365,3434.7,0,0,0,0,0,0,0,0,1,102.25,39.0,146.0,64,0,0,0,0,0,0,2,78,2,292,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,71197,1,1,40,235,40,40,40.0,0.0,235,235,235.0,0.0,3862.522297,28.09107125,71197.0,0.0,71197,71197,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,14.04553563,14.04553563,40,235,105.0,112.5833025,12675.0,0,0,0,0,0,0,0,0,1,157.5,40.0,235.0,20,0,0,0,0,0,0,1,40,1,235,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1341015,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,22.37111442,3.72851907,335253.75,669835.666,1340007,1,1341015,335253.75,669835.666,1340007,1,0,0.0,0.0,0,0,0,0,0,0,100,0,3.72851907,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
443,117164890,171,223,2599,446365,273,0,15.19883041,37.87558889,4230,0,2001.636771,914.2754813,3831.898788,3.362782144,298129.4911,4159733.206,58700000,1,117000000,689205.2353,6313838.332,58700000,19,117000000,527442.0315,5533589.817,58700000,4,0,0,0,0,3432,4472,1.45948159,1.903300554,0,4230,1136.617722,1201.747099,1444196.09,0,0,0,1,0,0,0,0,1,1139.502538,15.19883041,2001.636771,3432,0,0,0,0,0,0,171,2599,223,446365,8192,144,170,20,161057.5,125000.2155,249446,72669,58400000.0,477757.4038,58700000,58000000,BENIGN
64526,16,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,750000.0,125000.0,16.0,0.0,16,16,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,62500.0,62500.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,119,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,117568,3,4,439,860,439,0,146.3333333,253.4567682,860,0,215.0,430.0,11048.92488,59.54001089,19594.66667,27068.75263,69519,3,93011,46505.5,32546.00382,69519,23492,94139,31379.66667,54037.10459,93776,3,0,0,0,0,104,136,25.51714752,34.02286336,0,860,162.375,321.0242258,103056.5536,0,0,0,1,0,0,0,0,1,185.5714286,146.3333333,215.0,104,0,0,0,0,0,0,3,439,4,860,29200,31,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,68753710,16,21,1343,12072,517,0,83.9375,137.1794293,1460,0,574.8571429,655.4660392,195.1167435,0.538152778,1909825.278,9805000.562,58800000,1,68800000,4583580.667,15100000.0,58800000,160,68500000,3426944.85,13100000.0,58900000,1,0,0,0,0,332,432,0.232714715,0.305438063,0,1460,353.0263158,549.9764853,302474.1344,0,0,0,1,0,0,0,0,1,362.5675676,83.9375,574.8571429,332,0,0,0,0,0,0,16,1343,21,12072,8192,32,15,20,9699463.0,0.0,9699463,9699463,58800000.0,0.0,58800000,58800000,BENIGN
80,8049805,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.726798351,0.621133059,2012451.25,4017565.016,8038795,4,8049805,2012451.25,4017565.016,8038795,4,0,0.0,0.0,0,0,0,0,0,0,100,0,0.621133059,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,11010.0,0.0,11010,11010,8038795.0,0.0,8038795,8038795,DDoS
443,153449,10,7,564,3837,198,0,56.4,76.6785498,1448,0,548.1428571,655.7068523,28680.53881,110.785994,9590.5625,17424.90002,45334,4,153449,17049.88889,23162.71219,51166,4,100511,16751.83333,24387.97321,51740,61,0,0,0,0,328,232,65.16823179,45.61776225,0,1448,244.5,465.9976332,217153.7941,0,0,0,1,0,0,0,0,0,258.8823529,56.4,548.1428571,328,0,0,0,0,0,0,10,564,7,3837,29200,118,5,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,66067831,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.906104183,0.060543837,22000000.0,38000000.0,65900000,62442,66000000,66000000.0,0.0,66000000,66000000,66000000,66000000.0,0.0,66000000,66000000,0,0,0,0,40,40,0.030271919,0.030271919,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,62442.0,0.0,62442,62442,65900000.0,0.0,65900000,65900000,BENIGN
443,5775851,8,6,390,3716,209,0,48.75,77.1357800987,1460,0,619.3333333333,679.9090135207,710.8909146029,2.4238852422,444296.230769231,1504155.66421493,5447106,3,5775851,825121.571428571,2039753.16011234,5447106,3,94297,18859.4,25919.4361589908,58657,49,0,0,0,0,172,132,1.3850772813,1.0388079609,0,1460,273.7333333333,503.5259202672,253538.352380952,0,0,0,1,0,0,0,0,0,293.2857142857,48.75,619.3333333333,172,0,0,0,0,0,0,8,390,6,3716,8192,119,7,20,328742.0,0.0,328742,328742,5447106.0,0.0,5447106,5447106,BENIGN
80,514,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,23346.3035,3891.050584,514.0,0.0,514,514,514,514.0,0.0,514,514,0,0.0,0.0,0,0,0,0,0,0,40,0,3891.050584,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5170601,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.641626766,0.773604461,1723533.667,2983821.579,5168954,316,5170601,1723533.667,2983821.579,5168954,316,0,0.0,0.0,0,0,0,0,0,0,80,0,0.773604461,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1647.0,0.0,1647,1647,5168954.0,0.0,5168954,5168954,DDoS
53656,4101,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,731.5288954,2050.5,2895.602269,4098,3,4101,2050.5,2895.602269,4098,3,0,0.0,0.0,0,0,0,0,0,0,96,0,731.5288954,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,0,0,361,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
3325,4,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,1000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,48,0,500000.0,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
58628,226,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,13274.3362831858,113.0,158.3919189858,225,1,0,0.0,0.0,0,0,1,1.0,0.0,1,1,0,0,0,0,32,64,4424.778761062,8849.5575221239,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,395,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,8018420,9,0,8,0,1,0,0.888888889,0.333333333,0,0,0.0,0.0,0.997702789,1.122415638,1002302.5,7203.222077,1013986,998380,8018420,1002302.5,7203.222077,1013986,998380,0,0.0,0.0,0,0,0,0,0,0,180,0,1.122415638,0.0,0,1,0.9,0.316227766,0.1,0,0,0,0,1,0,0,0,0,1.0,0.888888889,0.0,180,0,0,0,0,0,0,9,8,0,0,54020,-1,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,116518054,19,16,1509,851,502,0,79.42105263,175.3667002,282,0,53.1875,113.3673785,20.25437191,0.300382634,3427001.588,4668666.939,10000000,87,117000000,6472341.389,4651637.605,10000000,216,117000000,7766854.4,3958168.012,10000000,362,0,0,0,0,392,464,0.163064859,0.137317776,0,502,65.55555556,147.0415771,21621.2254,0,0,0,1,0,0,0,0,0,67.42857143,79.42105263,53.1875,392,0,0,0,0,0,0,19,1509,16,851,8192,1013,18,20,594766.5455,1918114.344,6378095,14938,9996337.545,15431.98431,10000000,9950064,BENIGN
80,5243620,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,2.288495352,0.762831784,1747873.333,3014197.692,5228358,42,5243620,2621810.0,3686215.533,5228358,15262,0,0.0,0.0,0,0,0,0,0,0,80,32,0.572123838,0.190707946,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,80,0,0,0,0,0,0,3,12,1,0,29200,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49666,83,1,3,6,18,6,6,6.0,0.0,6,6,6.0,0.0,289156.6265,48192.77108,27.66666667,44.46721639,79,1,0,0.0,0.0,0,0,4,2.0,1.414213562,3,1,0,0,0,0,20,60,12048.19277,36144.57831,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,3,7.5,6.0,6.0,20,0,0,0,0,0,0,1,6,3,18,252,2049,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,144,2,2,86,118,43,43,43.0,0.0,59,59,59.0,0.0,1416666.667,27777.77778,48.0,77.07788269,137,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,13888.88889,13888.88889,43,59,49.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,61.75,43.0,59.0,40,0,0,0,0,0,0,2,86,2,118,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,118827,10,7,596,3535,357,0,59.6,113.8177881,1448,0,505.0,668.1165068,34764.82618,143.0651283,7426.6875,11403.65333,31018,6,118827,13203.0,12898.33186,31018,49,80209,13368.16667,22593.05967,55498,57,0,0,0,0,332,232,84.15595782,58.90917047,0,1448,229.5,464.4731677,215735.3235,0,0,0,1,0,0,0,0,0,243.0,59.6,505.0,332,0,0,0,0,0,0,10,596,7,3535,65535,972,5,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53111,110,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,109090.909090909,18181.8181818182,110.0,0.0,110,110,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,9090.9090909091,9090.9090909091,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,11256,64165,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,95506042,19,17,4467,5900,4021,0,235.1052632,918.4437861,1460,0,347.0588235,595.5406651,108.5481063,0.376939503,2728744.057,4382542.812,10000000,14,95500000,5305891.222,4953520.744,10100000,186,94700000,5919158.312,4934664.443,10100000,51,0,0,0,0,392,460,0.198940293,0.17799921,0,4021,280.1891892,764.6993177,584765.0465,0,0,0,1,0,0,0,0,0,287.9722222,235.1052632,347.0588235,392,0,0,0,0,0,0,19,4467,17,5900,8192,508,18,20,525077.7778,1385133.837,4218768,63243,9997891.333,9684.708049,10000000,9972084,BENIGN
53,24555,2,2,80,290,40,40,40.0,0.0,145,145,145.0,0.0,15068.21421,162.8996131,8185.0,14132.68647,24504,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,64,64,81.44980656,81.44980656,40,145,82.0,57.51086854,3307.5,0,0,0,0,0,0,0,0,1,102.5,40.0,145.0,64,0,0,0,0,0,0,2,80,2,290,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5227388,4,3,334,212,322,0,83.5,159.0251552,206,0,70.66666667,117.2404936,104.4498706,1.339100905,871231.3333,1997568.274,4947438,101,279950,93316.66667,84969.85268,166825,284,5114648,2557324.0,3454611.192,5000103,114545,0,0,0,0,92,72,0.765200517,0.573900388,0,322,68.25,124.7646356,15566.21429,0,0,0,1,0,0,0,0,0,78.0,83.5,70.66666667,92,0,0,0,0,0,0,4,334,3,212,8192,31,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31232,1,1,50,191,50,50,50.0,0.0,191,191,191.0,0.0,7716.444672,64.03688525,31232.0,0.0,31232,31232,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.01844262,32.01844262,50,191,97.0,81.40638796,6627.0,0,0,0,0,0,0,0,0,1,145.5,50.0,191.0,32,0,0,0,0,0,0,1,50,1,191,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
